단일/복합,DUR성분명,DUR유형,제형,금기 또는 주의내용,비고
단일,파리칼시톨 - 칼시트리올,병용금기,,,
단일,드로네다론 - 토레미펜,병용금기,,,
단일,드로네다론 - 돌라세트론,병용금기,,,
단일,드로네다론 - 이미프라민,병용금기,,,
단일,드로네다론 - 노르트립틸린,병용금기,,,
단일,드로네다론 - 아미트리프틸린,병용금기,,,
단일,로바스타틴 - 텔리트로마이신,병용금기,,,
단일,로바스타틴 - 로피나비르,병용금기,,,
단일,로바스타틴 - 다루나비르,병용금기,,,
단일,메톨라존 - 탄산리튬,병용금기,,,
단일,보센탄 - 타크로리무스,병용금기,,,
단일,심바스타틴 - 다루나비르,병용금기,,,
단일,아미오다론 - 토레미펜,병용금기,,,
단일,아미오다론 - 노르트립틸린,병용금기,,,
단일,아미오다론 - 드로네다론,병용금기,,,
단일,아미오다론 - 돌라세트론,병용금기,,,
단일,아미오다론 - 이미프라민,병용금기,,,
단일,아미오다론 - 피모지드,병용금기,,,
단일,아미오다론 - 아만타딘,병용금기,,,
단일,아미오다론 - 아미트리프틸린,병용금기,,,
단일,아세타졸아미드 - 메타졸아마이드,병용금기,,,
복합,에제티미브/심바스타틴 - 텔리트로마이신,병용금기,,,
복합,에제티미브/심바스타틴 - 에리트로마이신,병용금기,,,
복합,에제티미브/심바스타틴 - 케토코나졸,병용금기,,,
복합,에제티미브/심바스타틴 - 인디나빌,병용금기,,,
복합,에제티미브/심바스타틴 - 아타자나비르,병용금기,,,
복합,에제티미브/심바스타틴 - 다루나비르,병용금기,,,
복합,에제티미브/심바스타틴 - 넬피나비어,병용금기,,,
복합,에제티미브/심바스타틴 - 이트라코나졸,병용금기,,,
복합,에제티미브/심바스타틴 - 로피나비르,병용금기,,,
복합,디피리다몰/아스피린 - 메토트렉세이트,병용금기,,,
단일,나라트립탄 - 프로바트립탄,병용금기,,,
단일,덱스케토프로펜 - 메토트렉세이트,병용금기,,,
단일,덱스케토프로펜 - 시프로플록사신,병용금기,,,
단일,디히드로에르고타민 - 프로바트립탄,병용금기,,,
단일,멜록시캄 - 메토트렉세이트,병용금기,,,
단일,블로난세린 - 넬피나비어,병용금기,,,
단일,블로난세린 - 로피나비르,병용금기,,,
단일,아만타딘 - 토레미펜,병용금기,,,
단일,아만타딘 - 미졸라스틴,병용금기,,,
단일,아만타딘 - 피모지드,병용금기,,,
단일,아만타딘 - 드로네다론,병용금기,,,
단일,아미설프리드 - 프라미펙솔,병용금기,,,
단일,아미설프리드 - 브로모크립틴,병용금기,,,
단일,아세메타신 - 메토트렉세이트,병용금기,,,
복합,아티카인/에피네프린 - 아목사핀,병용금기,,,
단일,알모트립탄 - 프로바트립탄,병용금기,,,
복합,에르고타민/카페인무수물 - 아타자나비르,병용금기,,,
복합,에르고타민/카페인무수물 - 로피나비르,병용금기,,,
복합,에르고타민/카페인 - 프로바트립탄,병용금기,,,
단일,요오드화옥사피움 - 요오드화나트륨(131I),병용금기,,,
단일,이트라코나졸 - 바데나필,병용금기,,,
단일,지프라시돈 - 토레미펜,병용금기,,,
단일,지프라시돈 - 드로네다론,병용금기,,,
단일,지프라시돈 - 피모지드,병용금기,,,
단일,지프라시돈 - 미졸라스틴,병용금기,,,
단일,케토프로펜 - 메토트렉세이트,병용금기,,,
단일,트로메타몰 - 메토트렉세이트,병용금기,,,
단일,피록시캄 - 메토트렉세이트,병용금기,,,
단일,피모지드 - 토레미펜,병용금기,,,
단일,피모지드 - 드로네다론,병용금기,,,
단일,피모지드 - 미졸라스틴,병용금기,,,
단일,피모지드 - 포사코나졸,병용금기,,,
단일,아데포비어디피복실 - 테노포비르,병용금기,,,
단일,아타자나비르 - 이리노테칸,병용금기,,,
단일,겐타마이신 - 푸로세미드,병용금기,,,
단일,글리클라지드 - 미코나졸,병용금기,,,
단일,글리피지드 - 미코나졸,병용금기,,,
단일,네틸마이신 - 푸로세미드,병용금기,,,
단일,넬피나비어 - 로바스타틴,병용금기,,,
단일,다루나비르 - 에르고타민,병용금기,,,
단일,리토나비르 - 블로난세린,병용금기,,,
단일,리토나비르 - 로바스타틴,병용금기,,,
단일,메타사이클린 - 트레티노인,병용금기,,,
단일,메타사이클린 - 아시트레틴,병용금기,,,
단일,메타사이클린 - 이소트레티노인,병용금기,,,
단일,미노사이클린 - 트레티노인,병용금기,,,
단일,미데카마이신 - 에르고타민,병용금기,,,
단일,미데카마이신 - 디히드로에르고타민,병용금기,,,
단일,스피라마이신 - 미졸라스틴,병용금기,,,
단일,아미노카프론산 - 트롬빈,병용금기,,,
단일,아지트로마이신 - 에르고타민,병용금기,,,
단일,알파칼시돌 - 칼시트리올,병용금기,,,
단일,알파칼시돌 - 칼시페디올,병용금기,,,
단일,알파칼시돌 - 파리칼시톨,병용금기,,,
단일,에파비렌즈 - 에르고타민,병용금기,,,
단일,염화칼륨 - 아미로라이드,병용금기,,,
단일,염화칼륨 - 스피로노락톤,병용금기,,,
단일,인디나빌 - 로바스타틴,병용금기,,,
단일,칼시트리올 - 파리칼시톨,병용금기,,,
단일,칼시트리올 - 칼시페디올,병용금기,,,
단일,칼시페디올 - 파리칼시톨,병용금기,,,
단일,텔리트로마이신 - 에르고타민,병용금기,,,
단일,트라넥삼산 - 트롬빈,병용금기,,,
단일,포사코나졸 - 로바스타틴,병용금기,,,
단일,포사코나졸 - 에르고타민,병용금기,,,
단일,포사코나졸 - 심바스타틴,병용금기,,,
단일,플루코나졸 - 에르고타민,병용금기,,,
단일,헤모코아귤라제 - 트롬빈,병용금기,,,
단일,다폭세틴 - 모클로베미드,병용금기,,,
단일,다폭세틴 - 셀레길린염산염,병용금기,,,
단일,다폭세틴 - 넬피나비어,병용금기,,,
단일,다폭세틴 - 수마트립탄,병용금기,,,
단일,디히드로에르고타민 - 텔리트로마이신,병용금기,,,
단일,디히드로에르고타민 - 에르고타민,병용금기,,,
단일,디히드로에르고타민 - 로피나비르,병용금기,,,
단일,디히드로에르고타민 - 포사코나졸,병용금기,,,
단일,디히드로에르고타민 - 아지트로마이신,병용금기,,,
단일,라베프라졸 - 아타자나비르,병용금기,,,
단일,란소프라졸 - 아타자나비르,병용금기,,,
단일,레바프라잔 - 아타자나비르,병용금기,,,
단일,메톡시페나민 - 에피네프린,병용금기,,,
단일,메톡시페나민 - 노르에피네프린,병용금기,,,
단일,미로데나필 - 바데나필,병용금기,,,
단일,미로데나필 - 유데나필,병용금기,,,
단일,미로데나필 - 타다라필,병용금기,,,
단일,바데나필 - 타다라필,병용금기,,,
단일,바데나필 - 유데나필,병용금기,,,
단일,살부타몰 - 노르에피네프린,병용금기,,,
복합,시트르산칼륨/시트르산 - 아미로라이드,병용금기,,,
단일,시트르산칼륨 - 아미로라이드,병용금기,,,
단일,실데나필 - 바데나필,병용금기,,,
단일,실데나필 - 미로데나필,병용금기,,,
단일,실데나필 - 타다라필,병용금기,,,
단일,실데나필 - 유데나필,병용금기,,,
단일,에스오메프라졸 - 아타자나비르,병용금기,,,
단일,에페드린 - 노르에피네프린,병용금기,,,
단일,유데나필 - 타다라필,병용금기,,,
단일,일라프라졸 - 아타자나비르,병용금기,,,
단일,클렌부테롤 - 노르에피네프린,병용금기,,,
단일,클로르탈리돈 - 탄산리튬,병용금기,,,
단일,테르부탈린황산염 - 노르에피네프린,병용금기,,,
단일,툴로부테롤 - 노르에피네프린,병용금기,,,
단일,툴로부테롤 - 에피네프린,병용금기,,,
단일,판토프라졸 - 아타자나비르,병용금기,,,
단일,페노테롤 - 노르에피네프린,병용금기,,,
단일,포르모테롤 - 노르에피네프린,병용금기,,,
단일,프로카테롤 - 노르에피네프린,병용금기,,,
단일,헥소프레날린 - 노르에피네프린,병용금기,,,
단일,디에틸프로피온 - 셀레길린염산염,병용금기,,,
단일,디에틸프로피온 - 펜디메트라진타르타르산염,병용금기,,,
단일,디에틸프로피온 - 모클로베미드,병용금기,,,
단일,디에틸프로피온 - 마진돌,병용금기,,,
단일,디에틸프로피온 - 펜터민,병용금기,,,
단일,레보메프로마진 - 모클로베미드,병용금기,,,
단일,레보메프로마진 - 셀레길린염산염,병용금기,,,
단일,마진돌 - 셀레길린염산염,병용금기,,,
단일,마진돌 - 모클로베미드,병용금기,,,
단일,미다졸람 - 로피나비르,병용금기,,,
단일,미다졸람 - 넬피나비어,병용금기,,,
단일,미다졸람 - 다루나비르,병용금기,,,
단일,아토목세틴 - 모클로베미드,병용금기,,,
단일,아토목세틴 - 셀레길린염산염,병용금기,,,
단일,알모트립탄 - 졸미트립탄,병용금기,,,
단일,알모트립탄 - 에르고타민,병용금기,,,
단일,알모트립탄 - 나라트립탄,병용금기,,,
단일,알모트립탄 - 수마트립탄,병용금기,,,
단일,졸미트립탄 - 모클로베미드,병용금기,,,
단일,쿠아제팜 - 리토나비르,병용금기,,,
단일,퀴누프라민 - 셀레길린염산염,병용금기,,,
단일,퀴누프라민 - 모클로베미드,병용금기,,,
단일,클로미프라민 - 셀레길린염산염,병용금기,,,
단일,펜디메트라진타르타르산염 - 마진돌,병용금기,,,
단일,펜디메트라진타르타르산염 - 셀레길린염산염,병용금기,,,
단일,펜디메트라진타르타르산염 - 모클로베미드,병용금기,,,
단일,펜디메트라진타르타르산염 - 펜터민,병용금기,,,
단일,펜터민 - 마진돌,병용금기,,,
단일,펜터민 - 모클로베미드,병용금기,,,
단일,펜터민 - 셀레길린염산염,병용금기,,,
단일,트리아졸람,투여기간주의,정제,21일,
단일,글리벤클라미드 - 보센탄,병용금기,,,
단일,넬피나비어 - 아미오다론,병용금기,,,
단일,노르에피네프린 - 이소프로테레놀,병용금기,,,
단일,다루나비르 - 디히드로에르고타민,병용금기,,,
단일,디히드로에르고타민 - 클래리트로마이신,병용금기,,,
단일,디히드로에르고타민 - 알모트립탄,병용금기,,,
단일,레파글리니드 - 겜피브로질,병용금기,,,
단일,리토나비르 - 플레카이니드아세테이트,병용금기,,,
단일,미다졸람 - 리토나비르,병용금기,,,
단일,미다졸람 - 아타자나비르,병용금기,,,
단일,미로데나필 - 니코란딜,병용금기,,,
단일,바데나필 - 니코란딜,병용금기,,,
단일,발프로산 - 메로페넴,병용금기,,,
복합,발프로산/발프로산나트륨 - 메로페넴,병용금기,,,
단일,발프로산 - 이미페넴,병용금기,,,
단일,발프로산 - 파니페넴,병용금기,,,
복합,발프로산/발프로산나트륨 - 이미페넴,병용금기,,,
복합,발프로산/발프로산나트륨 - 파니페넴,병용금기,,,
단일,살부타몰 - 에피네프린,병용금기,,,
단일,시부트라민 - 마진돌,병용금기,,,
단일,시부트라민 - 펜터민,병용금기,,,
단일,시부트라민 - 펜디메트라진타르타르산염,병용금기,,,
단일,시부트라민 - 디에틸프로피온,병용금기,,,
단일,심바스타틴 - 텔리트로마이신,병용금기,,,
단일,아미설프리드 - 아미오다론,병용금기,,,
단일,아미오다론 - 미졸라스틴,병용금기,,,
복합,에르고타민/카페인무수물 - 넬피나비어,병용금기,,,
복합,에르고타민/카페인무수물 - 에리트로마이신,병용금기,,,
복합,에르고타민/카페인무수물 - 졸미트립탄,병용금기,,,
복합,에르고타민/카페인무수물 - 록시트로마이신,병용금기,,,
복합,에르고타민/카페인무수물 - 클래리트로마이신,병용금기,,,
복합,에르고타민/카페인무수물 - 리토나비르,병용금기,,,
복합,에르고타민/카페인무수물 - 이트라코나졸,병용금기,,,
복합,에르고타민/카페인무수물 - 인디나빌,병용금기,,,
복합,에르고타민/카페인무수물 - 보리코나졸,병용금기,,,
단일,에리트로마이신 - 로바스타틴,병용금기,,,
단일,오메프라졸 - 아타자나비르,병용금기,,,
단일,유데나필 - 니코란딜,병용금기,,,
단일,인도메타신 - 트리암테렌,병용금기,,,
단일,인디나빌 - 아미오다론,병용금기,,,
단일,타다라필 - 니코란딜,병용금기,,,
단일,티아프로펜산 - 메토트렉세이트,병용금기,,,
단일,티자니딘 - 시프로플록사신,병용금기,,,
단일,플루코나졸 - 디히드로에르고타민,병용금기,,,
단일,피모지드 - 에스시탈로프람,병용금기,,,
단일,피모지드 - 플루옥세틴,병용금기,,,
단일,피모지드 - 파록세틴,병용금기,,,
단일,피모지드 - 플루복사민,병용금기,,,
단일,피모지드 - 설트랄린,병용금기,,,
단일,독시사이클린 - 이소트레티노인,병용금기,,,
단일,디플루니살 - 인도메타신,병용금기,,,
단일,디히드로에르고타민 - 수마트립탄,병용금기,,,
단일,디히드로에르고타민 - 록시트로마이신,병용금기,,,
복합,메트로니다졸/스피라마이신 - 미졸라스틴,병용금기,,,
단일,모클로베미드 - 슈도에페드린,병용금기,,,
단일,모클로베미드 - 셀레길린염산염,병용금기,,,
단일,모클로베미드 - 수마트립탄,병용금기,,,
단일,모클로베미드 - 슈도에페드린,병용금기,,,
단일,미르타자핀 - 셀레길린염산염,병용금기,,,
단일,미졸라스틴 - 록시트로마이신,병용금기,,,
복합,벤세라지드/레보도파 - 할로탄,병용금기,,,
단일,부스피론 - 셀레길린염산염,병용금기,,,
단일,부프레노르핀 - 모르핀,병용금기,,,
단일,셀레길린염산염 - 설트랄린,병용금기,,,
단일,셀레길린염산염 - 플루옥세틴,병용금기,,,
단일,수마트립탄 - 탄산리튬,병용금기,,,
단일,수마트립탄 - 에르고타민,병용금기,,,
단일,수마트립탄 - 클로미프라민,병용금기,,,
단일,심바스타틴 - 로피나비르,병용금기,,,
단일,심바스타틴 - 넬피나비어,병용금기,,,
단일,심바스타틴 - 인디나빌,병용금기,,,
단일,심바스타틴 - 리토나비르,병용금기,,,
단일,심바스타틴 - 에리트로마이신,병용금기,,,
단일,심바스타틴 - 클래리트로마이신,병용금기,,,
단일,심바스타틴 - 케토코나졸,병용금기,,,
단일,아미오다론 - 소타롤,병용금기,,,
단일,아미오다론 - 에리트로마이신,병용금기,,,
단일,아미오다론 - 펜타미딘,병용금기,,,
단일,아미트리프틸린 - 셀레길린염산염,병용금기,,,
단일,아세메타신 - 디플루니살,병용금기,,,
단일,아세타졸아미드 - 토피라메이트,병용금기,,,
단일,아스피린 - 메토트렉세이트,병용금기,,,
단일,아시트레틴 - 메토트렉세이트,병용금기,,,
단일,아토르바스타틴 - 이트라코나졸,병용금기,,,
단일,아토르바스타틴 - 케토코나졸,병용금기,,,
단일,알트레타민 - 피리독신,병용금기,,,
단일,알프라졸람 - 이트라코나졸,병용금기,,,
단일,알프라졸람 - 케토코나졸,병용금기,,,
복합,에르고타민/카페인무수물 - 수마트립탄,병용금기,,,
단일,에리트로마이신 - 린코마이신,병용금기,,,
단일,에리트로마이신 - 피모지드,병용금기,,,
단일,에리트로마이신 - 클로람페니콜,병용금기,,,
단일,에리트로마이신 - 클린다마이신,병용금기,,,
단일,에리트로마이신 - 미졸라스틴,병용금기,,,
단일,오라노핀 - 히드록시클로로퀸,병용금기,,,
단일,이부프로펜 - 메토트렉세이트,병용금기,,,
단일,이소트레티노인 - 옥시테트라사이클린,병용금기,,,
단일,이소트레티노인 - 테트라사이클린,병용금기,,,
단일,이소트레티노인 - 미노사이클린,병용금기,,,
단일,이트라코나졸 - 트리아졸람,병용금기,,,
단일,이트라코나졸 - 로바스타틴,병용금기,,,
단일,이트라코나졸 - 미다졸람,병용금기,,,
단일,이트라코나졸 - 피모지드,병용금기,,,
단일,이트라코나졸 - 심바스타틴,병용금기,,,
단일,케토롤락 - 펜톡시필린,병용금기,,,
단일,케토롤락 - 멜록시캄,병용금기,,,
단일,케토롤락 - 덱시부프로펜,병용금기,,,
단일,케토롤락 - 세레콕시브,병용금기,,,
단일,케토롤락 - 디클로페낙,병용금기,,,
단일,케토롤락 - 에토돌락,병용금기,,,
단일,케토롤락 - 메페남산,병용금기,,,
단일,케토롤락 - 아세클로페낙,병용금기,,,
단일,케토롤락 - 페노프로펜,병용금기,,,
단일,케토롤락 - 플루르비프로펜,병용금기,,,
단일,케토롤락 - 나부메톤,병용금기,,,
단일,케토롤락 - 테녹시캄,병용금기,,,
단일,케토코나졸 - 로바스타틴,병용금기,,,
단일,케토코나졸 - 트리아졸람,병용금기,,,
단일,케토코나졸 - 미다졸람,병용금기,,,
단일,케토프로펜 - 시프로플록사신,병용금기,,,
단일,클래리트로마이신 - 미졸라스틴,병용금기,,,
단일,클래리트로마이신 - 피모지드,병용금기,,,
단일,테녹시캄 - 메토트렉세이트,병용금기,,,
단일,트리아졸람 - 조사마이신,병용금기,,,
단일,파록세틴 - 셀레길린염산염,병용금기,,,
단일,페르페나진 - 에피네프린,병용금기,,,
단일,프로글루메타신 - 디플루니살,병용금기,,,
단일,플루코나졸 - 트리아졸람,병용금기,,,
단일,피모지드 - 이미프라민,병용금기,,,
단일,피모지드 - 노르트립틸린,병용금기,,,
단일,피모지드 - 아미트리프틸린,병용금기,,,
단일,할로페리돌 - 에피네프린,병용금기,,,
단일,히드로클로로티아지드 - 에리트로마이신,병용금기,,,
단일,가니렐릭스,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",1등급,
단일,가티플록사신,임부금기,정제,2등급,
단일,간시클로버,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,게스트리논,임부금기,캡슐,2등급,
단일,게피티니브,임부금기,정제,2등급,
복합,겐타마이신/플루오로메톨론,임부금기,"점안용액제,용액용점안분말제,현탁액점안제,안연고제,안겔,점안주사제",2등급,
단일,겐타마이신,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,점안용액제,용액용점안분말제,현탁액점안제,안연고제,안겔,점안주사제,이식물",2등급,
단일,고세렐린,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",1등급,
단일,그리세오풀빈,임부금기,정제,2등급,
복합,글리메피리드/메트포르민,임부금기,정제,2등급,
단일,글리메피리드,임부금기,정제,2등급,
복합,글리메피리드/피오글리타존,임부금기,정제,2등급,
복합,글리벤클라미드/메트포르민,임부금기,정제,2등급,
단일,글리벤클라미드,임부금기,정제,2등급,
복합,글리클라지드/메트포르민,임부금기,정제,2등급,
단일,글리클라지드,임부금기,정제,2등급,
단일,글리피지드,임부금기,정제,2등급,
단일,나부메톤,임부금기,정제,2등급,
복합,나테글리니드/메트포르민,임부금기,정제,2등급,
단일,나테글리니드,임부금기,정제,2등급,
복합,나프록센/에스오메프라졸,임부금기,정제,2등급,
단일,나프록센,임부금기,"정제,캡슐,용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제,경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액",2등급,
단일,난드로론 데카노에이트,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",1등급,
단일,날리딕스산,임부금기,정제,2등급,
단일,네틸마이신,임부금기,"정제,캡슐",2등급,
단일,노르에티스테론,임부금기,정제,1등급,
복합,노르에티스테론/에스트라디올,임부금기,"정제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,용액주사제,경피흡수제,서방성경피흡수제,전류조절형서방성경피흡수제",1등급,
단일,노르플록사신,임부금기,"정제,캡슐,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제",2등급,
단일,니모디핀,임부금기,"정제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,용액주사제",2등급,
단일,니솔디핀,임부금기,정제,2등급,
단일,니카르디핀,임부금기,"정제,캡슐,용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,니코틴,임부금기,"로젠지,껌제,구강붕해정,경피흡수제,서방성경피흡수제,전류조절형서방성경피흡수제",2등급,
복합,니코틴산/니코틴산,임부금기,"정제,캡슐",2등급,
단일,니코틴산,임부금기,"정제,캡슐,용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제,액상시럽제,건조시럽용 과립제,경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액",2등급,
단일,니트렌디핀,임부금기,"경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액,캡슐",2등급,
단일,니페디핀,임부금기,"경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액,정제,캡슐",2등급,
단일,닐로티닙,임부금기,"캡슐,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제",2등급,
단일,닐바디핀,임부금기,정제,2등급,
단일,다나졸,임부금기,"캡슐,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제",1등급,
단일,다사티닙,임부금기,정제,2등급,
단일,다우노루비신,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,다카르바진,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,닥티노마이신,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,데시타빈,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,데페리프론,임부금기,정제,2등급,
단일,데프라자코르트,임부금기,정제,2등급,
단일,도세탁셀,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,독소루비신,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,독시사이클린,임부금기,"정제,캡슐,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제",2등급,
단일,독시플루리딘,임부금기,"캡슐,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제",2등급,
복합,돔페리돈/아세트아미노펜,임부금기,정제,2등급,
단일,돔페리돈,임부금기,"정제,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제,경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액",2등급,
단일,두타스테리드,임부금기,"경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액,캡슐",1등급,
복합,디드로게스테론/에스트라디올,임부금기,"정제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,용액주사제",1등급,
단일,디드로게스테론,임부금기,정제,1등급,
단일,디에네스트롤,임부금기,크림,1등급,
복합,디에노게스트/에스트라디올,임부금기,"정제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,용액주사제",1등급,
